"2022,8422.90.90.000P,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  MAQUINAS PARA LAVAR VAJILLA; MAQUINAS Y APARATOS PARA LIMPIAR O SECAR BOTELLAS O DEMAS RECIPIENTES; MAQUINAS Y APARATOS PARA LLENAR, CERRAR, TAPAR, TAPONAR O ETIQUETAR BOTELLAS, BOTES O LATAS, CAJAS, SACOS (BOLSAS) O DEMAS CONTINENTES; MAQUINAS Y APARATOS PARA CAPSULAR BOTELLAS, TARROS, TUBOS Y CONTINENTES ANALOGOS; LAS DEMAS MAQUINAS Y APARATOS PARA EMPAQUETAR O ENVOLVER MERCANCIAS (INCLUIDAS LAS DE ENVOLVER CON PELICULA TERMORRETRACTIL);" MAQUINAS Y APARATOS PARA GASEAR BEBIDAS.    -Partes.       Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;
"2022,6004.10.34.000A,""CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DEELASTÃ‚Â¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOSDE LA PARTIDA 60.01.    -Con un contenido de hilados de elastÃ‚Â¿meros superior o igual al 5 % en peso, sin hilos de caucho    De fibras sintÃ‚Â¿ticas       Estampados""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,2205.10.00.000M,""CAPITULO 22BEBIDAS, LIQUIDOS ALCOHOLICOS Y VINAGRE  VERMUT Y DEMAS VINOS DE UVAS FRESCAS PREPARADOSCON PLANTAS O SUSTANCIAS AROMATICAS.        -En recipientes con capacidad inferior o igual a 2 l.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,3810.90.00.000B,""CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  PREPARACIONES PARA EL DECAPADO DE METAL";FLUJOS Y DEMAS PREPARACIONES AUXILIARES DESOLDAR LOS METALES; PASTAS Y POLVOS DE SOLDAR,CONSTITUIDOS POR METAL Y OTROS PRODUCTOS;"        PREPARACIONES DE LOS TIPOS UTILIZADOS PARARECUBRIR O RELLENAR ELECTRODOS O VARILLAS DE SOLDADURA.        -Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;
"2022,9021.90.91.000L,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  ARTICULOS Y APARATOS DE ORTOPEDIA, INCLUIDAS LASFAJAS Y VENDAJES MEDICOQUIRURGICOS Y LAS MULETAS;TABLILLAS, FERULAS U OTROS ARTICULOS Y APARATOS PARA FRACTURAS; ARTICULOS Y APARATOS DE PROTESIS;" AUDIFONOS Y DEMAS APARATOS QUE LLEVE LA PROPIA PERSONA O SE LE IMPLANTEN PARA COMPENSAR UN DEFECTO O INCAPACIDAD.    -Los demÃ‚Â¿s.    Partes y accesorios       De estimuladores cardiacos(marcapasos)""";;;;;;;;;;;;;;;;;;;;;
"2022,3004.39.19.000D,""CAPITULO 30PRODUCTOS FARMACEUTICOS  MEDICAMENTOS (EXCEPTO LOS PRODUCTOS DE LAS PARTIDAS 30.02, 30.05 O 30.06) CONSTITUIDOSPOR PRODUCTOS MEZCLADOS O SIN MEZCLAR, PREPARADOSPARA USOS TERAPEUTICOS O PROFILACTICOS,DOSIFICADOS (INCLUIDOS LOS ADMINISTRADOS POR VIA TRANS-DERMICA) O ACONDICIONADOS PARA LA VENTA ALPOR MENOR. - Los demas, Que contengan hormonas u otros productos de la partida 29.37  - Los demas, Que contengan hormonas u otros productos de la partida 29.37 --Los demÃ‚Â¿s. --- --- Que contengan hormonas polipeptÃ‚Â¿dicas o proteÃ‚Â¿cas: buserelina o su acetato"; corticotropina (ACTH); gonadotropina coriÃ‚Â¿nica (hCG); gonadotropina sÃ‚Â¿rica (PMSG); leuprolide o su acetato; menotropinas; somatostatina o sus sales; somatotropina;" triptorelina o sus sales       Leuprolide o su acetato""";;;;;;;;;;;;;;;;;;
"2022,5211.49.00.000K,""CAPITULO 52 ALGODON  TEJIDOS DE ALGODON, CON UN CONTENIDO DE ALGODON,INFERIOR A 85% EN PESO, MEZCLADO EXCLUSIVA OPRINCIPALMENTE CON FIBRAS SINTETICAS O ARTIFICIALES, DE PESO SUPERIOR A 200 Gr/M2. -Con hilados de distintos colores  -Con hilados de distintos colores     --Los demÃ‚Â¿s tejidos.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,5601.21.10.000B,""CAPITULO 56 GUATA, FIELTRO Y TELAS SIN TEJER"; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES;ARTICULOS DE CORDELERIA.  GUATA DE MATERIAS TEXTILES Y ARTICULOS DE ESTA GUATA;" FIBRAS TEXTILES DE LONGITUD INFERIOR O IGUAL A 5 mm (TUNDIZNOS), NUDOS Y MOTAS DE MATERIA TEXTIL. - Guata de materia textil y artÃ‚Â¿culos de esta guata:  - Guata de materia textil y artÃ‚Â¿culos de esta guata: --De algodÃ‚Â¿n.       Guata.""";;;;;;;;;;;;;;;;;;;;;;
"2022,9018.32.19.000R,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS;" PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS DE MEDICINA, CIRUGIA, ODONTOLOGIA O VETERINARIA, INCLUIDOS LOSDE CENTELLOGRAFIA Y DEMAS APARATOS ELECTROMEDICOS, ASI COMO LOS APARATOS PARA PRUEBAS VISUALES. -Jeringas, agujas, catÃ‚Â¿teres, cÃ‚Â¿nulas e instrumentos similares  -Jeringas, agujas, catÃ‚Â¿teres, cÃ‚Â¿nulas e instrumentos similares --Agujas tubulares de metal y agujas de sutura.    Tubulares, de metal.       Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,8517.12.11.000H,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES"; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  TELÃ‚Â¿FONOS, INCLUIDOS LOS TELÃ‚Â¿FONOS CELULARES (MÃ‚Â¿VILES)* Y LOS DE OTRAS REDES INALÃ‚Â¿MBRICAS;" LOS DEMÃ‚Â¿S APARATOS DE TRANSMISIÃ‚Â¿N O RECEPCIÃ‚Â¿N DE VOZ, IMAGEN U OTROS DATOS, INCLUIDOS LOS DE COMUNICACIÃ‚Â¿N EN RED CON O SIN 84.43, 85.25, 85.27 U 85.28 - TelÃ‚Â¿fonos, incluidos los telÃ‚Â¿fonos celulares (mÃ‚Â¿viles)* y los de otras redes inalÃ‚Â¿mbricas:  - TelÃ‚Â¿fonos, incluidos los telÃ‚Â¿fonos celulares (mÃ‚Â¿viles)* y los de otras redes inalÃ‚Â¿mbricas: - - TelÃ‚Â¿fonos celulares (mÃ‚Â¿viles)* y los de otras redes inalÃ‚Â¿mbricas       De radiotelefonÃ‚Â¿a, analÃ‚Â¿gicos           PortÃ‚Â¿tiles (por ejemplo: Ã‚Â¿walkie talkieÃ‚Â¿ y Ã‚Â¿handie talkieÃ‚Â¿)""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,3307.10.00.000P,""CAPITULO 33ACEITES ESENCIALES Y RESINOIDES"; PEPARACIONES DE  PERFUMERIA, DE TOCADOR O DE COSMETICA  PREPARACIONES DE AFEITAR O PARA ANTES O DESPUESDEL AFEITADO, DESODORANTES CORPORALES,PREPARACIONES PARA EL BAÃ‚Â¿O, DEPILATORIOS Y DEMASPREPARACIONES DE PERFUMERIA,TOCADOR O COSMETICA, NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE;" PREPARACIONES DESODORANTES PARA LOCALES, INCLUSO SIN PERFUMAR, AUNQUE TENGAN PROPIEDADES DESINFECTANTES.        -Preparaciones de afeitar o para antes o despuÃ‚Â¿s del afeitado.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,6004.10.41.000M,""CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DEELASTÃ‚Â¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOSDE LA PARTIDA 60.01.    -Con un contenido de hilados de elastÃ‚Â¿meros superior o igual al 5 % en peso, sin hilos de caucho    De fibras artificiales       Crudos o blanqueados""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,6004.10.43.000C,""CAPITULO 60  GENEROS DE PUNTO  TEJIDOS DE PUNTO DE ANCHURA SUPERIOR A 30 cm, CON UN CONTENIDO DE HILADOS DEELASTÃ‚Â¿MEROS O DE HILOS DE CAUCHO SUPERIOR O IGUAL AL 5 % EN PESO, EXCEPTO LOSDE LA PARTIDA 60.01.    -Con un contenido de hilados de elastÃ‚Â¿meros superior o igual al 5 % en peso, sin hilos de caucho    De fibras artificiales       Con hilados de distintos colores""";;;;;;;;;;;;;;;;;;;;;;;;;;
2022,6006.42.00.000U,CAPITULO 60  GENEROS DE PUNTO  LOS DEMÃ‚Â¿S TEJIDOS DE PUNTO. -De fibras artiiciales:  -De fibras artiiciales:     -- TeÃ‚Â¿idos;;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8443.99.60.000C,""BIENES DE CAPITAL  MÃ‚Â¿QUINAS Y APARATOS PARA IMPRIMIR MEDIANTE PLANCHAS, CILINDROS Y DEMÃ‚Â¿S ELEMENTOS IMPRESORES DE LA PARTIDA 84.42"; LAS DEMÃ‚Â¿S MÃ‚Â¿QUINAS IMPRESORAS, COPIADORAS Y DE FAX, INCLUSO COMBINADAS ENTRE SÃ‚Â¿;" PARTES Y ACCESORIOS. - Partes y accesorios:  - Partes y accesorios: - - Los demÃ‚Â¿s    Circuitos impresos con componentes elÃ‚Â¿ctricos o electrÃ‚Â¿nicos, montados""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,9018.90.69.000B,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS;" PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS DE MEDICINA, CIRUGIA, ODONTOLOGIA O VETERINARIA, INCLUIDOS LOSDE CENTELLOGRAFIA Y DEMAS APARATOS ELECTROMEDICOS, ASI COMO LOS APARATOS PARA PRUEBAS VISUALES.    -Los demÃ‚Â¿s instrumentos y aparatos. --- Aparatos para medida de la presion arterial   Los demas""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,9021.39.80.000R,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS; PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  ARTICULOS Y APARATOS DE ORTOPEDIA, INCLUIDAS LASFAJAS Y VENDAJES MEDICOQUIRURGICOS Y LAS MULETAS;TABLILLAS, FERULAS U OTROS ARTICULOS Y APARATOS PARA FRACTURAS; ARTICULOS Y APARATOS DE PROTESIS;" AUDIFONOS Y DEMAS APARATOS QUE LLEVE LA PROPIA PERSONA O SE LE IMPLANTEN PARA COMPENSAR UN DEFECTO O INCAPACIDAD. -Los demÃ‚Â¿s artÃ‚Â¿culos y aparatos de prÃ‚Â¿tesis:  -Los demÃ‚Â¿s artÃ‚Â¿culos y aparatos de prÃ‚Â¿tesis: --Los demÃ‚Â¿s       Los demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;
"2022,9506.29.00.000H,""CAPITULO 95JUGUETES, JUEGOS Y ARTICULOS PARA RECREO O PARA DEPORTE"; SUS PARTES Y ACCESORIOS  ARTICULOS Y MATERIAL PARA CULTURA FISICA,  GIMNASIA, ATLETISMO, DEMAS DEPORTES (INCLUIDO EL TENIS DE MESA) O PARA JUEGOS AL AIRE LIBRE, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPITULO;" PISCINAS, INCLUSO INFANTILES. -EsqueÃ‚Â¿as acuÃ‚Â¿ticos, tablas, deslizadores de vela y demÃ‚Â¿s articulos para la prÃ‚Â¿ctica de deportes acuaticos:  -EsqueÃ‚Â¿as acuÃ‚Â¿ticos, tablas, deslizadores de vela y demÃ‚Â¿s articulos para la prÃ‚Â¿ctica de deportes acuaticos:     --Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,2711.12.90.000D,""CAPITULO 27 COMBUSTIBLES MINERALES, ACEITES MINERALES  Y PRODUCTOS DE SU DESTILACION"; MATERIAS BITUMINOSAS;" CERAS MINERALES.  GAS DE PETROLEO Y DEMAS HIDROCARBUROS GASEOSOS. -Licuados  -Licuados --Propano.       Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,4407.11.00.000R,""CAPITULO 44 MADERA, CARBON VEGETAL Y MANUFACTURAS DE MADERA  MADERA ASERRADA O DESBASTADA LONGITUDINALMENTE,CORTADA O DESENRROLLADA, INCLUSO CEPILLADA,LIJADA O UNIDA POR LOS EXTREMOS, DEESPESOR SUPERIOR A 6 mm. - De conÃ‚Â¿feras:  - De conÃ‚Â¿feras:     -- De pino (Pinus spp.)""";;;;;;;;;;;;;;;;;;;;;;;;;;
2022,6301.30.00.000H,CAPITULO 63LOS DEMAS ARTICULOS TEXTILES CONFECCIONADOS; JUEGOS O SURTIDOS;PRENDERIA Y TRAPOS  MANTAS.        -Mantas de algodÃ‚Â¿n (excepto las elÃ‚Â¿ctricas);;;;;;;;;;;;;;;;;;;;;;;;
2022,6303.92.00.000D,CAPITULO 63LOS DEMAS ARTICULOS TEXTILES CONFECCIONADOS; JUEGOS O SURTIDOS;PRENDERIA Y TRAPOS  VISILLOS Y CORTINAS; GUARDAMALLETAS Y RODAPIES DE CAMA. -Los demÃ‚Â¿s  -Los demÃ‚Â¿s     --De fibras sintÃ‚Â¿ticas.;;;;;;;;;;;;;;;;;;;;;;;
"2022,3901.20.19.000K,""CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  POLIMEROS DE ETILENO EN FORMAS PRIMARIAS.    -Polietileno de densidad superior o igual a 0,94.    Con carga.       Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8409.99.59.000P,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS";" PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS MOTORES DE LAS PARTIDAS 84.07 U 84.08. -Las demÃ‚Â¿s.  -Las demÃ‚Â¿s. --Las demÃ‚Â¿s.    Culatas       Las demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,5607.90.90.000C,""CAPITULO 56 GUATA, FIELTRO Y TELAS SIN TEJER"; HILADOS ESPECIALES; CORDELES, CUERDAS Y CORDAJES;"ARTICULOS DE CORDELERIA.  CORDELES, CUERDAS Y CORDAJES, ESTEN O NO TRENZADOS,INCLUSO IMPREGNADOS, RECUBIERTOS, REVESTIDOS O ENFUNDADOS CON CAUCHO O CON PLASTICO.    -Los demÃ‚Â¿s.       Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;
"2022,8534.00.19.000R,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES";" APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.      CIRCUITOS IMPRESOS --- Simple faz, rÃ‚Â¿gidos   Los demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,3917.10.29.000M,""CAPITULO 39 MATERIAS PLASTICAS Y MANUFACTURAS DE ESTAS  MATERIAS  TUBOS Y ACCESORIOS PARA TUBERIA (POR EJEMPLO: JUNTAS, CODOS, EMPALMES [RACORES]), DE PLASTICO.    -Tripas artificiales de proteinas endurecidas o de plÃ‚Â¿sticos celulÃ‚Â¿sicos.    De plÃ‚Â¿sticos celulÃ‚Â¿sicos.       Las demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,2008.20.10.000D,""CAPITULO 20PREPARACIONES DE LEGUMBRES U HORTALIZAS, DE FRUTOS, O DE LAS DEMAS PARTES DE PLANTAS  FRUTAS U OTROS FRUTOS Y DEMAS PARTES COMESTIBLES DE PLANTAS, PREPARADOS O CONSERVADOS DE OTRO MODO, INCLUSO CON ADICION DE AZUCAR U OTRO EDULCORANTE O ALCOHOL, NO EXPRESADO NI COMPRENDIDOS EN OTRA PARTE.    -PiÃ‚Â¿as (ananÃ‚Â¿s).       En agua edulcorada, incluido el    jarabe.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8502.13.90.000C,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES";" APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  GURPOS ELECTROGENOS Y CONVERTIDORES ROTATIVOSELECTRICOS. - Grupos electrÃ‚Â¿genos con motor de Ã‚Â¿mbolo (pistÃ‚Â¿n) de encendido por compresiÃ‚Â¿n (motores DiÃ‚Â¿sel o semi-DiÃ‚Â¿sel):  - Grupos electrÃ‚Â¿genos con motor de Ã‚Â¿mbolo (pistÃ‚Â¿n) de encendido por compresiÃ‚Â¿n (motores DiÃ‚Â¿sel o semi-DiÃ‚Â¿sel): --De potencia superior a 375 KVA.       Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8529.90.20.000G,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES";" APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  PARTES IDENTIFICABLES COMO DESTINADAS, EXCLUSIVAO PRINCIPALMENTE, A LOS APARATOS DE LAS PARTIDAS85.25 A 85.28.    -Las demÃ‚Â¿s.     De aparatos de las Partidas 85.27 u 85.28     De los aparatos de las partidas 85.27 u 85.28.""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,3808.94.19.900D,""CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  INSECTICIDAS, RATICIDAS Y DEMAS ANTIRROEDORES, FUNGICIDAS, HERBICIDAS,INHIBIDORES DE GERMINACION Y REGULADORES DELCRECIMIENTO DE LAS PLANTAS, DESINFECTANTES YPRODUCTOS SIMILARES, PRESENTADOS EN FORMAS O ENVASES PARA LA VENTA AL POR MENOR, O COMOPREPARACIONES O EN ARTICULOS, TALES COMO CINTAS,MECHAS Y BUJIAS AZUFRADAS, Y PAPELES MATAMOSCAS. - Los demÃ‚Â¿s:  - Los demÃ‚Â¿s: - - Desinfectantes Presentados en formas o envases exclusivamente de uso directo en aplicaciones domisanitarias ---- Los demÃ‚Â¿s  Los demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,9026.90.20.000C,""CAPITULO 90  INSTRUMENTOS Y APARATOS DE OPTICA, DEFOTOGRAFIA O DE CINEMATOGRAFIA, DE MEDIDA, DE  CONTROL O DE PRECISION"; INSTRUMENTOS Y APARATOS MEDICOQUIRURGICOS;" PARTES Y ACCESORIOS DE ESTOSINSTRUMENTOS O APARATOS  INSTRUMENTOS Y APARATOS PARA LA MEDIDA O CONTROL DEL CAUDAL, NIVEL, PRESION U OTRAS CARACTERISTICAS VARIABLES DE LIQUIDOS O GASES (POR EJEMPLO: CAUDALIMETROS, INDICADORES DE NIVEL, MANOMETROS, CONTADORES DE CALOR), EXCEPTO LOS INSTRUMENTOS Y APARATOS DE LAS PARTIDAS 90.14, 90.15, 90.28 O 90.32.    -Partes y accesorios.       De manÃ‚Â¿metros.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,3815.19.00.000N,""CAPITULO 38PRODUCTOS DIVERSOS DE LA INDUSTRIA QUIMICA  INICIADORES Y ACELERADORES DE REACCION, YPREPARACIONES CATALITICAS, NO EXPRESADOS NICOMPRENDIDOS EN OTRA PARTE. -Catalizadores sobre soporte.  -Catalizadores sobre soporte. --Los demÃ‚Â¿s.    --Los demas""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8470.10.00.000E,""CALDERAS, MAQUINAS, APARATOS Y ARTEFACTOS MECANICOS"; PARTES DE ESTAS MAQUINAS O APARATOS, REACTORES NUCLEARES  MAQUINAS DE CALCULAR Y MAQUINAS DE BOLSILLO, REGISTRADORAS, REPRODUCTORAS Y VISUALIZADORAS DE DATOS , CON FUNCION DE CALCULO; MAQUINAS DE CONTABILIDAD, DE FRANQUEAR, EXPEDIR BOLETOS (TIQUES) Y MAQUINAS SIMILARES, CON DISPOSITIVO DE CALCULO INCORPORADO;" CAJAS REGISTRADORAS.        -Calculadoras elÃ‚Â¿ctronicas que puedan funcionar sin fuente de energÃ‚Â¿a elÃ‚Â¿ctrica exterior y mÃ‚Â¿quinas de bolsillo registradoras, reproductoras y visualizadoras de datos, con funciÃ‚Â¿n de cÃ‚Â¿lculo""";;;;;;;;;;;;;;;;;;;;;;;
"2022,2939.79.90.000Z,""CAPITULO 29PRODUCTOS QUIMICOS ORGANICOS  ALCALOIDES VEGETALES, NATURALES O REPRODUCIDOSPOR SINTESIS, SUS SALES, ETERES, ESTERES Y DEMAS DERIVADOS.        Los demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,2936.28.12.000Y,""CAPITULO 29PRODUCTOS QUIMICOS ORGANICOS  PROVITAMINAS Y VITAMINAS, NATURALES O REPRODUCIDAS POR SINTESIS (INCLUIDOS LOS CONCENTRADOS NATURALES) Y SUS DERIVADOS UTILIZADOS PRINCIPALMENTE COMO VITAMINAS, MEZCLADOS O NO ENTRE SI O EN DISOLUCIONES DECUALQUIER CLASE. -Vitaminas y sus derivados, sin mezclar:  -Vitaminas y sus derivados, sin mezclar: --Vitamina E y sus derivados.    D-o-DL-alfa-tocoferol y sus derivados.       Acetato de D-o DL-alfa-tocoferol.""";;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,2937.90.90.000H,""CAPITULO 29PRODUCTOS QUIMICOS ORGANICOS  HORMONAS, NATURALES O REPRODUCIDAS POR SINTESIS";SUS DERIVADOS UTILIZADOS PRINCIPALMENTE COMO HORMONAS; LOS DEMAS ESTEROIDES UTILIZADOS PRINCIPALMENTE COMO HORMONAS. -Las demÃ‚Â¿s hormonas y sus derivados; los demÃ‚Â¿s esteroides utilizados principalmentecomo hormonas:  -Las demÃ‚Â¿s hormonas y sus derivados;" los demÃ‚Â¿s esteroides utilizados principalmentecomo hormonas: -Los demas       Los demas""";;;;;;;;;;;;;;;;;;;;;;
"2022,3004.39.81.000L,""CAPITULO 30PRODUCTOS FARMACEUTICOS  MEDICAMENTOS (EXCEPTO LOS PRODUCTOS DE LAS PARTIDAS 30.02, 30.05 O 30.06) CONSTITUIDOSPOR PRODUCTOS MEZCLADOS O SIN MEZCLAR, PREPARADOSPARA USOS TERAPEUTICOS O PROFILACTICOS,DOSIFICADOS (INCLUIDOS LOS ADMINISTRADOS POR VIA TRANS-DERMICA) O ACONDICIONADOS PARA LA VENTA ALPOR MENOR. - Los demas, Que contengan hormonas u otros productos de la partida 29.37  - Los demas, Que contengan hormonas u otros productos de la partida 29.37 --Los demÃ‚Â¿s.    Levotiroxina sÃ‚Â¿dica";" liotironina sÃ‚Â¿dica       Levotironina sodica""";;;;;;;;;;;;;;;;;;;;;;;;;
"2022,8541.10.19.000W,""CAPITULO 85  MAQUINAS, APARATOS Y MATERIAL ELECTRICO Y SUS PARTES"; APARATOS DE GRABACION O DE REPRODUCCION  DEL SONIDO, APARATOS DE GRABACION O DE REPRODUCCION DE IMAGENES Y DE SONIDOS DE TELEVISION, Y LAS PARTES Y ACCESORIOS DE ESTOSAPARATOS.  DIODOS, TRANSISTORES Y DISPOSITIVOSSEMICONDUCTORES SIMILARES; DISPOSITIVOSSEMICONDUCTORES FOTOSENSIBLES, INCLUIDAS LASCELULAS FOTOVOLTAICAS, AUNQUE ESTEN ENSAMBLADASEN MODULOS O CONSTITUYAN PANELES; DIODOS EMISORESDE LUZ;" CRISTALES PIEZOELECTRICOS MONTADOS.    -Diodos, excepto los fotodiodos y los diodos emisores de luz.    Sin montar.       Los demÃ‚Â¿s.""";;;;;;;;;;;;;;;;;;;;;;
2022,3006.40.11.000L,CAPITULO 30PRODUCTOS FARMACEUTICOS  PREPARACIONES Y ARTICULOS FARMACEUTICOS A QUE SE REFIERE LA NOTA 4 DE ESTE CAPITULO.    - Cementos y demÃ‚Â¿s productos de obturaciÃ‚Â¿n dental; cementos para la refecciÃ‚Â¿n de los huesos    Cementos y demÃ‚Â¿s productos de obturaciÃ‚Â¿n dental.       Cementos.;;;;;;;;;;;;;;;;;;;;;;;;;
"2022,9506.70.00.000W,""CAPITULO 95JUGUETES, JUEGOS Y ARTICULOS PARA RECREO O PARA DEPORTE"; SUS PARTES Y ACCESORIOS  ARTICULOS Y MATERIAL PARA CULTURA FISICA,  GIMNASIA, ATLETISMO, DEMAS DEPORTES (INCLUIDO EL TENIS DE MESA) O PARA JUEGOS AL AIRE LIBRE, NO EXPRESADOS NI COMPRENDIDOS EN OTRA PARTE DE ESTE CAPITULO;" PISCINAS, INCLUSO INFANTILES.        -Patines para hielo y patines de ruedas, incluido el calzado con patines fijos.""";;;;;;;;;;;;;;;;;;;;;;;;
"2022,6601.91.90.000M,""CAPITULO 66  PARAGUAS, SOMBRILLAS, QUITASOLES, BASTONES, BASTONES ASIENTO, LATIGOS, FUSTAS, Y SUS PARTES  PARAGUAS, SOMBRILLAS Y QUITASOLES (INCLUIDOS LOS PARAGUAS BASTON, LOS QUITASOLES TOLDO Y ARTICULOS SIMILARES). -Los demÃ‚Â¿s  -Los demÃ‚Â¿s --Con astil o mango telescÃ‚Â¿pico.       Los demÃ‚Â¿s""";;;;;;;;;;;;;;;;;;;;;;;;;;
